UMTS,455,5,12000,8650817,20,113.5612,22.2036,1125,17,1,1410081882,1693430182,0
UMTS,455,5,18000,8717322,225,113.5437,22.1939,1000,8,1,1410081879,1693446272,0
UMTS,455,5,18000,8718272,359,113.5437,22.1953,1000,19,1,1410081879,1693441403,0
UMTS,455,5,12000,8651176,103,113.5478,22.1977,1000,22,1,1410081879,1693446103,0
UMTS,455,5,18000,8717323,125,113.5435,22.1928,1000,11,1,1410081879,1693446364,0
UMTS,455,5,12000,8653438,490,113.5512,22.2031,1000,6,1,1410081882,1693444563,0
UMTS,455,5,12000,8653108,385,113.5476,22.2106,1000,5,1,1425004974,1693430755,0
UMTS,455,5,12000,8652438,334,113.551,22.1999,1000,8,1,1426941053,1693444883,0
UMTS,455,5,12000,8651178,105,113.5455,22.196,1000,6,1,1448496245,1693446193,0
UMTS,455,5,18000,8716483,55,113.5401,22.194,1000,7,1,1458843151,1693432492,0
UMTS,455,5,12000,8652587,350,113.5404,22.2066,1000,7,1,1439071261,1693431342,0
UMTS,455,5,12000,8652776,365,113.5393,22.2044,1000,2,1,1443742521,1693431312,0
UMTS,455,5,12000,8656956,344,113.5495,22.2149,1000,10,1,1458843149,1693430651,0
UMTS,455,5,12000,8653907,421,113.5425,22.1981,1000,11,1,1458843149,1693445873,0
UMTS,455,5,18000,8716472,51,113.5407,22.1959,1000,16,1,1458843150,1693440678,0
UMTS,455,5,12000,8652286,302,113.5495,22.1978,1000,13,1,1458843149,1693445363,0
UMTS,455,5,12000,8653457,453,113.5471,22.1984,1000,4,1,1438849854,1693445893,0
UMTS,455,5,18000,8716474,53,113.5405,22.1954,1000,6,1,1458843151,1693436582,0
UMTS,455,5,12000,8650828,24,113.5412,22.1979,1000,9,1,1458843149,1693442853,0
UMTS,455,5,12000,8653468,425,113.5462,22.1965,1000,8,1,1448496245,1693446153,0
UMTS,455,5,18000,8716484,56,113.5402,22.1949,1000,4,1,1441695651,1693432502,0
UMTS,455,5,12000,8651777,223,113.5367,22.1974,1000,8,1,1458843149,1693431690,0
UMTS,455,5,12000,8652287,303,113.5464,22.1962,1000,2,1,1448496245,1693443393,0
UMTS,455,5,12000,8650988,65,113.5395,22.1971,1000,7,1,1458843149,1693441883,0
UMTS,455,5,12000,8651776,222,113.5371,22.1993,1000,12,1,1458843149,1693431573,0
UMTS,455,5,12000,8654347,110,113.5405,22.2074,1000,3,1,1448315167,1693431129,0
UMTS,455,5,18000,8716502,57,113.5399,22.1938,1000,7,1,1458843151,1693432342,0
UMTS,455,5,18000,8716482,54,113.5405,22.1945,1000,5,1,1453336830,1693432802,0
UMTS,455,5,18000,8716473,52,113.541,22.1953,1000,8,1,1448360493,1693440107,0
UMTS,455,5,18000,8719463,468,113.5432,22.1915,1000,9,1,1458843151,1693446411,0
UMTS,455,5,18000,8719284,292,113.542,22.1964,1000,17,1,1458843151,1693441903,0
UMTS,455,5,18000,8719282,290,113.5426,22.1962,1000,9,1,1448496245,1693441793,0
UMTS,455,5,18000,8719283,291,113.5416,22.194,1000,6,1,1458843151,1693434192,0
LTE,455,1,2,72961,0,113.5518,22.2035,1000,2,1,1480531338,1734256742,0
LTE,455,1,1,78595,0,113.5494,22.21,1000,9,1,1462421144,1734256742,0
UMTS,455,5,12000,8650976,60,113.5494,22.1998,1000,2,1,1478949850,1693444513,0
